Source,Indicator,Sector,Units,Scenario,ScenarioGeography,Technology,Sub_Technology,2018,2019,2025,2030,2040,SourceSheet
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,NA,23.577,27.858,137.464,376.66,1148.03,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Hydro,18.707,18.903,29.745,34.712,43.76,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Bioenergy,0.029,0.04,4.859,13.383,30.751,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Wind,1.114,1.914,18.18,136.848,429.565,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Geothermal,0,0,0.01,0.067,0.071,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Solar PV,3.494,6.598,78.302,165.363,409.043,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,CSP,0.233,0.402,6.366,26.183,234.279,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Middle East,Renewables,Marine,0,0,0.002,0.103,0.563,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Total capacity,Total capacity,330.261,343.28,439.118,528.616,824.375,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Coal,NA,0.309,0.309,2.811,2.849,2.803,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Oil,NA,96.19,95.802,92.508,77.43,72.165,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Natural gas,NA,213.451,224.365,261.949,269.154,263.747,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Nuclear,NA,1,1,6.918,9.275,18.175,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,NA,19.299,21.681,74.777,169.638,466.466,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Hydro,16.758,16.798,20.675,23.127,27.492,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Bioenergy,0.019,0.02,0.976,2.392,5.828,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Wind,0.659,0.811,8.628,50.183,144.326,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Geothermal,0.005,0.005,0.007,0.017,0.017,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Solar PV,1.69,3.828,42.031,83.971,204.366,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,CSP,0.168,0.218,2.457,9.881,84.122,ME_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Middle East,Renewables,Marine,0,0,0.002,0.068,0.314,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Total CO2,Total CO2,1772.933,1872.064,1666.243,1553.702,1284.014,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Coal,NA,14.819,13.575,17.611,15.005,10.523,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Oil,NA,835.106,856.345,731.529,623.898,499.829,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Natural gas,NA,923.008,1002.144,917.103,914.799,773.662,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Power sector,Power sector,659.519,660.097,497.339,436.415,306.31,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Coal,NA,2.23,1.156,8.303,8.832,8.367,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Oil,NA,217.217,227.024,151.8,84.893,46.101,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Natural gas,NA,440.072,431.916,337.235,342.691,251.842,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Final consumption,Final consumption,969.88,1062.63,1023.46,979.074,848.137,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Coal,NA,11.411,11.285,8.196,5.503,2.268,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Oil,NA,570.849,582.7,537.003,500.476,427.392,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Oil,Transport,399.84,397.654,394.087,386.781,347.904,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Natural gas,NA,387.62,468.649,478.26,473.096,418.477,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Industry,NA,NA,NA,NA,NA,NA,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Transport,NA,NA,NA,NA,NA,NA,ME_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Middle East,Buildings,NA,NA,NA,NA,NA,NA,ME_El_CO2_Ind
WEO2020,NA,model_indicator,million,SDS,Middle East,Population (million),NA,239.092,243.045,269.476,288.713,320.709,ME_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Middle East,Share of World population,NA,0.0315,0.0317,0.0331,0.0339,0.035,ME_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SDS,Middle East,"GDP ($2019 billion, PPP)",NA,6263.3101,6185.7002,6622.3101,7489.5498,10431.7002,ME_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Middle East,Share of World GDP,NA,0.0454,0.0436,0.0397,0.0383,0.0395,ME_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Middle East,"GDP per capita ($2019, PPP)",NA,26196.1992,25450.8008,24574.8008,25941.1992,32527,ME_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Middle East,"GDP ($2019 billion, MER)",NA,2525.4099,2503.3799,2703.22,3063.78,4291.98,ME_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Middle East,"TPED/GDP (toe per $1000, PPP)",NA,0.1249,0.1289,0.1171,0.1077,0.0886,ME_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Middle East,"TFC/GDP (toe per $1000, PPP)",NA,0.087,0.09,0.0872,0.0821,0.0663,ME_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Middle East,TPED per capita (toe),NA,3.2706,3.2804,2.8784,2.7927,2.8815,ME_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Total generation,Total generation,1386.680054,1410.310059,1479.140015,1560.97998,1759.189941,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Coal,NA,257.306,251.969,231.581,227.237,219.937,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Oil,NA,8.611,12.469,6.331,4.149,1.733,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Natural gas,NA,654.706,682.3,746.402,774.267,827.33,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Nuclear,NA,206.645,201.645,205.522,221.123,260.801,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,NA,259.41,261.926,289.301,334.207,449.387,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Hydro,254.183,255.016,266.905,283.723,315.199,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Bioenergy,2.777,3.484,4.398,9.574,34.819,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Wind,0.861,0.933,11.828,28.347,69.962,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Geothermal,0.426,0.426,1.019,6.225,20.621,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Solar PV,1.163,2.067,5.15,6.337,8.781,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,CSP,0,0,0,0,0,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Eurasia,Renewables,Marine,0,0,0.001,0.001,0.004,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Total capacity,Total capacity,332.502,339.592,359.336,372.907,414.274,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Coal,NA,67,67.1,59.63,52.4,45.877,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Oil,NA,9.005,9.015,6.023,2.621,0.889,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Natural gas,NA,152.866,156.493,175.468,180.68,192.559,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Nuclear,NA,29.616,30.855,29.96,32.986,36.164,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,NA,73.986,76.099,87.984,102.476,135.4,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Hydro,71.179,72.329,75.815,80.288,88.522,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Bioenergy,1.648,1.648,1.881,3.137,8.51,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Wind,0.279,0.379,5.507,12.473,27.784,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Geothermal,0.078,0.078,0.2,0.929,2.895,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Solar PV,0.801,1.664,4.579,5.648,7.687,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,CSP,0,0,0,0,0,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Eurasia,Renewables,Marine,0.002,0.002,0.002,0.002,0.002,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Total CO2,Total CO2,2005.588,1990.882,1997.661,2027.849,2086.812,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Coal,NA,567.078,557.181,521.438,520.248,515.095,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Oil,NA,399.891,408.5,416.815,423.707,429.046,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Natural gas,NA,1038.62,1025.202,1059.408,1083.893,1142.671,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Power sector,Power sector,963.821,970.759,926.427,907.497,904.964,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Coal,NA,372.809,371.495,331.377,319.903,296.741,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Oil,NA,29.433,29.873,27.822,22.567,18.896,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Natural gas,NA,561.579,569.392,567.227,565.027,589.327,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Final consumption,Final consumption,965.549,949.681,987.205,1026.02,1076.62,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Coal,NA,188.019,179.612,184.126,194.284,212.094,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Oil,NA,350.975,358.074,368.838,380.019,386.828,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Oil,Transport,230.436,234.975,241.085,251.054,263.256,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Natural gas,NA,426.554,411.995,434.241,451.716,477.7,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Industry,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Transport,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Eurasia,Buildings,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Eurasia,Population (million),NA,233.602,235.005,240.917,243.763,248.326,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Eurasia,Share of World population,NA,0.0308,0.0306,0.0296,0.0287,0.0271,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SPS,Eurasia,"GDP ($2019 billion, PPP)",NA,5549.1802,5665.5098,6240.3501,6930.5098,8525.0596,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Eurasia,Share of World GDP,NA,0.0402,0.0399,0.0374,0.0354,0.0323,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Eurasia,"GDP per capita ($2019, PPP)",NA,23754.8008,24108.0996,25902.5,28431.3008,34330.1016,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Eurasia,"GDP ($2019 billion, MER)",NA,1981.96,2020.8,2213.1799,2448.1799,2986.49,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Eurasia,"TPED/GDP (toe per $1000, PPP)",NA,0.169,0.1644,0.1504,0.1394,0.1204,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Eurasia,"TFC/GDP (toe per $1000, PPP)",NA,0.1123,0.109,0.1035,0.0978,0.0846,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Eurasia,TPED per capita (toe),NA,4.0146,3.9629,3.8952,3.9636,4.1339,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Total generation,Total generation,1386.680054,1410.310059,1435.069946,1450.930054,1500.069946,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Coal,NA,257.306,251.969,143.113,78.507,7.425,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Oil,NA,8.611,12.469,6.053,4.069,1.54,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Natural gas,NA,654.706,682.3,746.39,679.146,429.759,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Nuclear,NA,206.645,201.645,206.315,245.672,309.097,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,NA,259.41,261.926,333.193,443.541,752.243,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Hydro,254.183,255.016,296.294,340.476,429.204,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Bioenergy,2.777,3.484,9.534,32.04,139.664,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Wind,0.861,0.933,15.327,44.801,122.536,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Geothermal,0.426,0.426,5.954,14.677,37.05,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Solar PV,1.163,2.067,6.083,11.42,23.096,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,CSP,0,0,0,0,0,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Eurasia,Renewables,Marine,0,0,0.001,0.126,0.693,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Total capacity,Total capacity,332.502,339.592,352.863,365.661,410.799,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Coal,NA,67,67.1,47.445,25.699,6.255,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Oil,NA,9.005,9.015,6.022,2.605,0.819,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Natural gas,NA,152.866,156.493,167.273,165.014,135.746,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Nuclear,NA,29.616,30.855,29.96,34.194,42.48,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,NA,73.986,76.099,101.519,136.279,221.501,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Hydro,71.179,72.329,84.207,95.966,119.362,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Bioenergy,1.648,1.648,3.14,8.285,30.538,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Wind,0.279,0.379,7.633,19.581,46.313,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Geothermal,0.078,0.078,0.908,2.186,5.185,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Solar PV,0.801,1.664,5.628,10.2,19.83,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,CSP,0,0,0,0,0,EURASIA_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Eurasia,Renewables,Marine,0.002,0.002,0.002,0.061,0.273,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Total CO2,Total CO2,2005.588,1990.882,1856.847,1650.564,1206.813,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Coal,NA,567.078,557.181,400.8,293.346,157.091,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Oil,NA,399.891,408.5,395.731,370.168,298.016,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Natural gas,NA,1038.62,1025.202,1060.323,987.119,766.849,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Power sector,Power sector,963.821,970.759,852.738,697.425,427.323,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Coal,NA,372.809,371.495,233.241,142.859,43.346,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Oil,NA,29.433,29.873,27.739,20.955,14.127,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Natural gas,NA,561.579,569.392,591.759,533.637,384.536,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Final consumption,Final consumption,965.549,949.681,921.676,875.268,719.138,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Coal,NA,188.019,179.612,162.142,145.562,109.647,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Oil,NA,350.975,358.074,348.999,331.685,270.089,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Oil,Transport,230.436,234.975,232.722,224.484,188.589,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Natural gas,NA,426.554,411.995,410.534,398.02,339.403,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Industry,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Transport,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Eurasia,Buildings,NA,NA,NA,NA,NA,NA,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,million,SDS,Eurasia,Population (million),NA,233.602,235.005,240.917,243.763,248.326,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Eurasia,Share of World population,NA,0.0308,0.0306,0.0296,0.0287,0.0271,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SDS,Eurasia,"GDP ($2019 billion, PPP)",NA,5549.1802,5665.5098,6240.3501,6930.5098,8525.0596,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Eurasia,Share of World GDP,NA,0.0402,0.0399,0.0374,0.0354,0.0323,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Eurasia,"GDP per capita ($2019, PPP)",NA,23754.8008,24108.0996,25902.5,28431.3008,34330.1016,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Eurasia,"GDP ($2019 billion, MER)",NA,1981.96,2020.8,2213.1799,2448.1799,2986.49,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Eurasia,"TPED/GDP (toe per $1000, PPP)",NA,0.169,0.1644,0.146,0.1276,0.0973,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Eurasia,"TFC/GDP (toe per $1000, PPP)",NA,0.1123,0.109,0.0982,0.0873,0.0657,EURASIA_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Eurasia,TPED per capita (toe),NA,4.0146,3.9629,3.7822,3.627,3.3392,EURASIA_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Total generation,Total generation,1113.209961,1129.099976,1167.800049,1206.619995,1321.030029,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Coal,NA,177.911,172.574,150.031,136.392,126.216,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Oil,NA,8.007,12.01,5.022,3.913,1.694,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Natural gas,NA,527.587,549.924,601.255,601.308,599.345,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Nuclear,NA,204.569,199.569,203.403,219.13,252.891,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,NA,195.133,195.024,208.091,245.877,340.888,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Hydro,191.142,189.882,196.18,208.452,226.662,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Bioenergy,2.613,3.313,4.329,9.162,33.616,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Wind,0.232,0.298,4.586,19.667,56.957,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Geothermal,0.426,0.426,0.966,5.624,18.918,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Solar PV,0.72,1.104,2.03,2.972,4.731,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,CSP,0,0,0,0,0,RUS_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Russia,Renewables,Marine,0,0,0.001,0.001,0.004,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Total capacity,Total capacity,266.585,269.93,275.719,280.925,301.339,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Coal,NA,50.919,50.915,42.17,33.04,25.848,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Oil,NA,3.846,3.857,2.444,1.572,0.747,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Natural gas,NA,126.904,127.963,139.421,138.288,136.24,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Nuclear,NA,29.208,30.447,29.552,32.336,34.874,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,NA,55.703,56.744,61.895,74.097,100.73,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Hydro,53.304,53.766,55.549,58.72,63.178,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Bioenergy,1.643,1.643,1.865,3.061,8.303,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Wind,0.141,0.191,2.476,8.841,22.536,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Geothermal,0.078,0.078,0.182,0.821,2.625,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Solar PV,0.535,1.064,1.821,2.652,4.086,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,CSP,0,0,0,0,0,RUS_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Russia,Renewables,Marine,0.002,0.002,0.002,0.002,0.002,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Total CO2,Total CO2,1552.219,1531.802,1512.994,1501.87,1477.973,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Coal,NA,411.176,398.589,358.722,345.002,331.358,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Oil,NA,303.004,310.148,308.505,308.645,293.464,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Natural gas,NA,838.04,823.065,845.768,848.223,853.151,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Power sector,Power sector,778.176,780.553,742.566,716.879,695.761,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Coal,NA,272.926,269.915,233.656,216.235,196.572,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Oil,NA,27.948,28.474,22.947,21.643,18.708,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Natural gas,NA,477.302,482.164,485.962,479.002,480.481,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Final consumption,Final consumption,731.574,709.705,716.868,725.008,716.078,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Coal,NA,133.442,124.098,120.704,124.346,130.27,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Oil,NA,264.087,269.862,273.402,274.788,262.181,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Oil,Transport,183.07,186.841,188.878,192.297,189.946,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Natural gas,NA,334.044,315.745,322.762,325.874,323.627,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Industry,NA,NA,NA,NA,NA,NA,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Transport,NA,NA,NA,NA,NA,NA,RUS_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Russia,Buildings,NA,NA,NA,NA,NA,NA,RUS_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Russia,Population (million),NA,144.478,144.615,143.882,142.112,137.833,RUS_El_CO2_Ind
