"Scenario","Sector","Region","Technology","Sub_Technology","Year","LCOE"
"Oxford - no_transition","Power","World","Renewables","Wind",2068,34.01940718
"Oxford - no_transition","Power","World","Renewables","Wind",2069,33.82575436
"Oxford - no_transition","Power","World","Renewables","Hydro",2018,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2019,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2020,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2021,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2022,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2023,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2024,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2025,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2026,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2027,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2028,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2029,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2030,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2031,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2032,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2033,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2034,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2035,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2036,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2037,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2038,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2039,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2040,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2041,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2042,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2043,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2044,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2045,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2046,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2047,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2048,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2049,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2050,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2051,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2052,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2053,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2054,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2055,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2056,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2057,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2058,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2059,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2060,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2061,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2062,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2063,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2064,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2065,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2066,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2067,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2068,46.80000013
"Oxford - no_transition","Power","World","Renewables","Hydro",2069,46.80000013
"IEA - SPS","Power","United States","Nuclear","Nuclear",2018,90.00000025
"IEA - SPS","Power","United States","Coal","Coal",2018,60.04294901
"IEA - SPS","Power","United States","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SPS","Power","United States","Renewables","Solar PV",2018,64.88113524
"IEA - SPS","Power","United States","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","United States","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","European Union","Nuclear","Nuclear",2018,90.00000025
"IEA - SPS","Power","European Union","Coal","Coal",2018,60.04294901
"IEA - SPS","Power","European Union","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SPS","Power","European Union","Renewables","Solar PV",2018,64.88113524
"IEA - SPS","Power","European Union","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","European Union","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","China","Nuclear","Nuclear",2018,90.00000025
"IEA - SPS","Power","China","Coal","Coal",2018,60.04294901
"IEA - SPS","Power","China","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SPS","Power","China","Renewables","Solar PV",2018,64.88113524
"IEA - SPS","Power","China","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","China","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","India","Nuclear","Nuclear",2018,90.00000025
"IEA - SPS","Power","India","Coal","Coal",2018,60.04294901
"IEA - SPS","Power","India","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SPS","Power","India","Renewables","Solar PV",2018,64.88113524
"IEA - SPS","Power","India","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","India","Renewables","Wind",2018,53.77374128
"IEA - SPS","Power","United States","Nuclear","Nuclear",2040,90.00000025
"IEA - SPS","Power","United States","Coal","Coal",2040,59.25846614
"IEA - SPS","Power","United States","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SPS","Power","United States","Renewables","Solar PV",2040,29.93838656
"IEA - SPS","Power","United States","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","United States","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","European Union","Nuclear","Nuclear",2040,90.00000025
"IEA - SPS","Power","European Union","Coal","Coal",2040,59.25846614
"IEA - SPS","Power","European Union","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SPS","Power","European Union","Renewables","Solar PV",2040,29.93838656
"IEA - SPS","Power","European Union","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","European Union","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","China","Nuclear","Nuclear",2040,90.00000025
"IEA - SPS","Power","China","Coal","Coal",2040,59.25846614
"IEA - SPS","Power","China","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SPS","Power","China","Renewables","Solar PV",2040,29.93838656
"IEA - SPS","Power","China","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","China","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","India","Nuclear","Nuclear",2040,90.00000025
"IEA - SPS","Power","India","Coal","Coal",2040,59.25846614
"IEA - SPS","Power","India","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SPS","Power","India","Renewables","Solar PV",2040,29.93838656
"IEA - SPS","Power","India","Renewables","Wind",2040,40.93327659
"IEA - SPS","Power","India","Renewables","Wind",2040,40.93327659
"IEA - SDS","Power","United States","Nuclear","Nuclear",2018,90.00000025
"IEA - SDS","Power","United States","Coal","Coal",2018,60.04294901
"IEA - SDS","Power","United States","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SDS","Power","United States","Renewables","Solar PV",2018,64.09704262
"IEA - SDS","Power","United States","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","United States","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","European Union","Nuclear","Nuclear",2018,90.00000025
"IEA - SDS","Power","European Union","Coal","Coal",2018,60.04294901
"IEA - SDS","Power","European Union","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SDS","Power","European Union","Renewables","Solar PV",2018,64.09704262
"IEA - SDS","Power","European Union","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","European Union","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","China","Nuclear","Nuclear",2018,90.00000025
"IEA - SDS","Power","China","Coal","Coal",2018,60.04294901
"IEA - SDS","Power","China","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SDS","Power","China","Renewables","Solar PV",2018,64.09704262
"IEA - SDS","Power","China","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","China","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","India","Nuclear","Nuclear",2018,90.00000025
"IEA - SDS","Power","India","Coal","Coal",2018,60.04294901
"IEA - SDS","Power","India","Natural gas","Gas CCGT",2018,51.55640538
"IEA - SDS","Power","India","Renewables","Solar PV",2018,64.09704262
"IEA - SDS","Power","India","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","India","Renewables","Wind",2018,53.64811123
"IEA - SDS","Power","United States","Nuclear","Nuclear",2040,90.00000025
"IEA - SDS","Power","United States","Coal","Coal",2040,59.25846614
"IEA - SDS","Power","United States","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SDS","Power","United States","Renewables","Solar PV",2040,14.65910931
"IEA - SDS","Power","United States","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","United States","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","European Union","Nuclear","Nuclear",2040,90.00000025
"IEA - SDS","Power","European Union","Coal","Coal",2040,59.25846614
"IEA - SDS","Power","European Union","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SDS","Power","European Union","Renewables","Solar PV",2040,14.65910931
"IEA - SDS","Power","European Union","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","European Union","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","China","Nuclear","Nuclear",2040,90.00000025
"IEA - SDS","Power","China","Coal","Coal",2040,59.25846614
"IEA - SDS","Power","China","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SDS","Power","China","Renewables","Solar PV",2040,14.65910931
"IEA - SDS","Power","China","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","China","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","India","Nuclear","Nuclear",2040,90.00000025
"IEA - SDS","Power","India","Coal","Coal",2040,59.25846614
"IEA - SDS","Power","India","Natural gas","Gas CCGT",2040,59.33747163
"IEA - SDS","Power","India","Renewables","Solar PV",2040,14.65910931
"IEA - SDS","Power","India","Renewables","Wind",2040,33.13948938
"IEA - SDS","Power","India","Renewables","Wind",2040,33.13948938
"IEA - SPS","Power","Global","Nuclear","Nuclear",2018,NA
"IEA - SPS","Power","Global","Coal","Coal",2018,NA
"IEA - SPS","Power","Global","Natural gas","Gas CCGT",2018,NA
"IEA - SPS","Power","Global","Renewables","Solar PV",2018,NA
"IEA - SPS","Power","Global","Renewables","Wind",2018,NA
"IEA - SPS","Power","Global","Renewables","Wind",2018,NA
"IEA - SPS","Power","Global","Nuclear","Nuclear",2040,NA
"IEA - SPS","Power","Global","Coal","Coal",2040,NA
"IEA - SPS","Power","Global","Natural gas","Gas CCGT",2040,NA
"IEA - SPS","Power","Global","Renewables","Solar PV",2040,NA
"IEA - SPS","Power","Global","Renewables","Wind",2040,NA
"IEA - SPS","Power","Global","Renewables","Wind",2040,NA
"IEA - SDS","Power","Global","Nuclear","Nuclear",2018,NA
"IEA - SDS","Power","Global","Coal","Coal",2018,NA
"IEA - SDS","Power","Global","Natural gas","Gas CCGT",2018,NA
"IEA - SDS","Power","Global","Renewables","Solar PV",2018,NA
"IEA - SDS","Power","Global","Renewables","Wind",2018,NA
"IEA - SDS","Power","Global","Renewables","Wind",2018,NA
"IEA - SDS","Power","Global","Nuclear","Nuclear",2040,NA
"IEA - SDS","Power","Global","Coal","Coal",2040,NA
"IEA - SDS","Power","Global","Natural gas","Gas CCGT",2040,NA
"IEA - SDS","Power","Global","Renewables","Solar PV",2040,NA
"IEA - SDS","Power","Global","Renewables","Wind",2040,NA
"IEA - SDS","Power","Global","Renewables","Wind",2040,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
